Review,Actual Sentiment,Sentiment Score
movie heard coming wasnt overly excited im sure since fun look like comic book movie guess godzilla minus one blew away pale comparison regardless saw opening thursday gateway film center list movie see weekend one worked best daysynopsis two ancient titan godzilla kong clash epic battle human unravel intertwined origin connection skull island mysterieswe start seeing king kong life hollow earth area surface roams hunt killing thing food giant gorilla searching others like hasnt found anything end opening sequence there earthquake reveals there something underneath also see monarch base nearby picking something well look like uncharted area subterraneanup godzilla still roaming world defeating titan getting territory ilene andrew rebecca hall head kong operation monarch theyre getting signal explain notice daughter jia kaylee hottle drawing signal tell ilene feel like someone calling psychically signal cause reach bernie hayes brian tyree henry he conspiracy theorist blogger podcaster right thing think outside box need helpgodzilla also seems affected signal see attack power plant france drawing power set sight attacking tiamat another titan absorbs solar energy king kong also come surface infected tooth monarch reach trapper dan stevens help he titan veterinarian replace tooth metal one must done fast godzilla come invasion territorythis signal need figured late ilene lead team trapper mikael alex fern bernie jia figure find monarch base hollow earth destroyed discover temple look made human also reveals legend involves king kong godzilla titan one known skar king shiva king kong isnt strong enough defeat threat alone hell need help monarch must convince godzilla titan prevent destruction planet know itthat ill leave recap introduction character want start best part movie outside action battle sequence lore continue build take entity religion incorporate titan includes tiamat shiva theyll take conspiracy theory like hollow earth use well also good borrow earlier kaiju movie story element im fan well wanted give information delve deeper themwhere ill go would new titan id say good build previous movie set know coming hollow earth thing world king kong know specie called world home cant find he continuing search lead go deeper subterranean area thats legend explored kongs race defender humanity godzilla defender earth interesting learnt skar king good also introduces shiva know hinduism closely final fantasy game god ice deity supposed rival godzilla least thats present element tribe lived skull island also tiamat mesopotamian goddess appears final fantasy game normally villaini want shift last idea play idea kong looking others like place said jia struggling school ilene determined make feel welcome find something bring heart movie appreciated idea explored even discover giant ape jias missing tribeall left story noticed there le commentary environment im fine went bit heavy idea last couple movie focused hollow earth lean saving world destruction well id also say seeing there vet help titan trapper also theyre still dealing government wanting take program thats passing idea something stressed though seeing titan destroy thing like colosseum great pyramid giza ive seen former know breathtaking there realist part got tenselets go filmmaking mean cgi effect movie working high budget effect point ill honest look great especially big screen movie made theyre cgifest like comic book movie still fun fight sequence wild thing love seeing godzilla wreck monster building cinematography good frame thing bring place dont exist life good soundtrack also didnt seem feature iconic godzilla theme issue rest music worked sound design bring creature lifeall left acting hall fine shes good actress performance isnt focus like scientist wanting help kong turn world henry add comedy he also smart thing people dont believe liked addition stevens he surfer guy good time he also smart field hottle solid role featured prominently worked fern fala chen rest cast rounded needed kaijus focus one bad though askin conclusion fun popcorn movie include horror since lump kaiju film isnt traditional horror outside ill say love building mythology monster seeing battle draw incorporating titan great well made big budget cgi look good framing cinematography capture good wont everyone want something shut brain roll youmy rating,Neutral,0.15728735550164116
movie delivers classic kaiju action fun accessible ultimately forgettable monsterverse landscape visuals fantastic ton epic monster brawl screen plot feel bit thin especially final fight human character purely functional explain thing move story along leaving kaiju surprisingly personality ideally human monster would compelling character left cool fight lack emotional investment popcorn flick pure simplea thing might add legendary spoil villain andor power,Neutral,0.17474937343358396
action scene exciting cooler visually character humor missing previous movie much story though kong attacked ape ice dinosaur skull island survivor first movie go skull island hope stop godzilla destroying various part asia europe find cave hieroglyphic creature make peace mothra must summoned oddly creature find egypt even though dont know anything geography country apart,Neutral,0.011666666666666672
godzilla kong wouldve made great team lot convince would honestly godzilla x kong new empire okay movie probably weakest monsterverse movie far movie would mostly rely onto story kong forgot give plot godzilla would see godzilla travel thats much new like monsterverse movie really care human character felt havent gotten lot character suitable movie one see try put effort movie purpose jia however well enough exciting monster film awesome battle scene feature ability monster along great atmosphere hollow earth id say good movie godzilla fan monster fight youre expecting something like godzilla minus one wouldnt set expectation high bad monster movie couldve done lot,Neutral,0.29382775119617227
say terrible movie treat movie want plot good acting etc however godzilla fan im plot actor im glad director realize movie mainly focused godzilla kongalbeit abit kong human character part enjoyable entertaining watch appreciated millie bobby brown trying take focus away monster even lighthearted usual legendary seems making mass market main critique couldve kept style godzilla kom wouldve perfect monster mash overall id rate godzilla kom gvkgvkg,Positive,0.24880952380952379
went watching film morning year old son wow enjoy watched recent godzilla kong film enjoyed film knock park saying oscar winning classic film everyone genre monster v monster action movie beatenthe action fight scene dont stop throughout entirety film monster kong godzilla come throughout film different time meaning film brings life wide variety different specie titan duo battle mean one battle two specie fighting next story might nonsensical keep movie moving throughout explains everything keep viewer loop let honest dont go watching film like one story go entertained film definitely,Positive,0.13463541666666667
love monster movie kong expressive display lot emotion without word making move le dependent human movie kong godzilla op guest appearance need work story mindless action fun best enjoy movie slow burn start pick pace quick half time little bit balance pace would better end felt little rushed visually stunning personally didnt like shiny design secondary villan scar king awesome needed explored interesting character,Positive,0.24166666666666667
ok citizen kane notif like big cgi monster hitting two hour look furtherif liked previous two godzilla kong movie probably like check brain door dothe acting patchy dan stevens steal every scene little kid annoying whilei shocked surprised amount people monster would killed trashing rio cairobut trying look logic movie like pointless sit back enjoy madness forget immediately,Neutral,-0.054166666666666655
expectation whatsoever watching film trailer dropped kind disappointed one hell ride theatre really enjoyed fun action packed comedy two gigantic monster fighting big screen damn fun kong main focus story make sense character connect people human character actually likable one especially brian tyree henry bernie dan stevens trapper rebecca hall character dr irene andrew good aswell main thing loved film epic climax great overall film fun entertaining thats,Neutral,0.26228070175438595
godzilla fanboys seem think godzilla godzilla v kong technically also kong one well allow explain godzilla v kong kong knocked godzilla axe minute however unknown reason kong walk away dont know thats bad writing direction anyway godzilla knocked kong grab axe slice godzillas head reason doesnt walk away allowing godzilla recover situation isnt spoken however mind kong clear winner one see similar situation wanting fight kong get attacked trying lure godzilla hollow earth kong able knock godzilla infinity glove pound godzilla till he cold mean kong winner could killed godzilla wanted wasnt plan plan needed godzillas help started drag hollow earth getting godzilla fan get knocked first fight opponent opportunity finish youve lost fight first movie bad directing fight still cant understand kong walked away godzilla cold anyway really fun movie really enjoyed,Positive,-0.08958333333333335
buddy kristian harloff best entertainment podcast big thing said best youre excited movie read hear review whose major point movie dont care human disregard see anyway people going movie wrong mindset dont really want see kaiju aka giant monster movie course human story doesnt matter story also counterpoint care human great complement true star flick godzilla kong mothra godizilla minus anomaly even original flick human story minus comparable flick movie much fun loving monsterverse including kurt wyatt russell led tv series monarch started gareth edward godzilla eagerly await godzilla kongs next adventure,Positive,0.21812499999999999
human screen time enough dont even need human kong movie g x k movie movie gave kong much spotlight godzilla like support character godzilla fan accept godzilla screentime movie boring beside g v kong isnt fair scar king little bad villian weak lose kong also smaller kong tho us much power shimo shimo loser however still show brutal monkey kill suko mom smth like thatrate,Positive,-0.16057692307692303
godzillas reduction almost cameo one notwithstanding need start truly scary going ape full pun intended hong kong previous outing step right direction he longer seen allbenevolent protector mankind he happy demonstrate hell gladly splat human plane warship like bug suit purposeswhen imagine giant monster stomping across landscape dont picture overly irritating sidekick character dropping unfunny oneliners cracking unfunny joke enough tiresome comic relief trope bernie trapper obese madison sidekickive fair share kaiju dream remember scary hell id wake heart pounding away like piston nothing remotely funny terrifyingly awesome loved every second themboring family subplot dense dialogue aside godzilla minus one knew score cute plushies cuddle bed monster need start looking playing part,Neutral,0.15845238095238096
keep coming back movie love monster movie enjoy dumbfun action im exact target audience continue fail aside godzilla range mediocre terrible gxk differenti know review compare godzilla minus one every single godzilla shot minus one better every single shot gxk every single action scene minus one better every single one gxk better story character dialogue emotional investment everything minus one better every waythe worst thing say gxk bored didnt care anything happening zero investment partly doesnt really story stuff happens halfway still didnt know story conflict might heading kind build threatthey continue another useless human plot completely formulaic bland one positive highly talented cast theyre given anything work rebecca hall one get show talenteven worse comedic attempt laughed twice nearly sold crowd laughed time rest made cringe theyre like dad joke entirety human story basically kid moviewhat titan rarely show scale monster time perspective monster human always look like theyre foot tall everything around smallereven movement fast like human fighting fall fall second groundshaking impact feel fake nowhere close epic im anticgi big action scene hectic gibberishi give shouldnt difficult dont even need good movie entertaining good action instead get forgettable dumb viewing opening thursday imax,Negative,0.04056399575267501
roaring reverberating monster filled fiasco gorgeous spectacle truest sense visual extravaganza made biggest screen possibleits le treat theaterloving audienceyes human character leave negligible impact punchlines miss mark time really care pleasure eye soulif youre monsterverse fan like wished titan action trust going get theatre big smile face heart fulfilledyour inner child satisfieddont miss,Neutral,0.1888888888888889
experience titan godzilla kongs screen presence many goosebump moment experience movie nearby theatre film showed titan life dont worry lag movie movie going smooth start endwatch theatre experience theatre dont waste movie watching ottthe technician worked lotthe movie greater godzilla v kong screen presence fight titan fabulous great experience watching loved experience movie theatre im gon na spoil,Positive,0.44285714285714295
movie awesome happen godzilla fan im coming knowing anything really loved movie family excited last year first trailer hit wife kid pumped cgi amazing yes sometimes size sometimes change talked kong v godzilla made choice fit better movie fine judge thatanywhoooooo movie fun could really bad cgi story keep watching much fun love godzilla turn pink fight knew wanted gave u wanted fan loooks frrriiiiigin amazing love movie exceeded gross expectationsthis movie fun yes oscar movie hell yeah popcorn movie kid yelling kick hisbutt lol great,Positive,0.3770833333333333
effing loved trying find time go watch year ago academy award entertained idea introducing category outstanding achievement popular film frankly seemed quite silly however followed believe film would strong contender watching imax incredible experience cinematography action sound elevated another level may win best picture undoubtedly offer awesome cinematic experience audience theater reacted superhero movie plenty ooohs ahhhs even cheer film bit slow start kong heavily featured godzilla steal show numerous surprise story substantial expected minor gripe kept anticipating character storyline installment monarch show appear theyre vaguely referenced bit strange everything connected yet fully explored surprisingly mid postcredit scene leaving room speculation future installment hopefully kaiju flick progressively improving entry overall great flick anticipate exceed budget become profitable looking forward come next,Positive,0.20133333333333336
good thing say film truth didnt many expectation term script take 😂if intention see intelligent film script twist undoubtedly filmnow youre looking epic fight radioactive lizard monkey youre going get youre looking forin installment two new creature join protagonist fight hand hand kong gozillato finish review going give grade based onscript special effect soundtrack acting actor final grade,Neutral,0.28261183261183265
film giant monster fighting death never going groundbreaking term storytelling nonetheless godzilla x kong new empire delivers exactly fan come expectits visually impressive come monster design large scale action scene thrilling great reference showa era godzilla franchise however godzilla sidelined film kong seems get screen time said kong definitely heart film shine every time he screen human character script pacing probably weakest element film dan stevens brian tree henry best human character since bring well needed comedic flair seems rest human character really deliver clunky exposition feel like come nowhere time film either slow going fast like time breathe suddenly pick speed barely time thinkoverall godzilla x kong flawed fun film please longtime fan newcomer confused uninterested,Neutral,0.15717377860235004
godzilla x kong new empire one crazy movie mean completely offthewall thing go movie seen believed dont try guess happen next watching movie keep throwing one outlandish development another said monster fighting new empire great stuff monster hard resist far human cast go hard job competing standout movie far human go brian tyree henry godzilla x kong new empire isnt favorite movie series enjoyed craziness saw amc roosevelt field ny,Neutral,0.06332859848484848
say godzilla x kong reality mostly kong godzilla logical obvious standpoint better stronger kong yet western director monsterverse kind fetish glorify kong blatantly obvious movie bad enough got much limited screen time godzilla main character monsterverse highlighting big monkey doesnt even power relative plot ancient feud skar king skar king feud godzillas ancestor actually fight made kong kong riding shimo actually take gojira mention like time stronger kong laughable ploteither way alright movie really bad direction logic applies monsterverse showcased hope dont anymore godzilla x kong movie cause utterly pointless way try extremely hard show kong equal definitely sense logic,Negative,-0.02483766233766231
godzilla x kong hearkens back time movie didnt take seriously preach messagethe human good good job moving story along monster real star show kong godzilla distinct personality goal awesome seeing story evolveit feel kind like watching old mcuback human castthe main character actually charismatic found hoping wouldnt get eaten definitely mean liked comic relief character bernie came little bit annoying still liked jia freaking awesomefun start finish would love franchise keep going decade come,Positive,0.22916666666666666
dont even know begin expectation low movie went wanted monster fight scene even horrible plot expecting everything bad suspense build much leading anything fight scene come go absolutely satisfaction except first one credit playing random plot element added randomly throughout movie like road driving exciting thrilling waste money wasnt even good kong movie easily one worst attempt making movie ive seen,Negative,-0.11190476190476188
godzilla x kong long sit allpositive small kong fight animal good joke discord guy somebody write guardian galaxy vibe also funny however fine dentist guy nice touch lot happens pilotnegative female lead actrice uch awful kid deaf language bad kong bad gonzilla script first min awful without sense soul way much green screen scene tribe movie soul purpose felt like hour movie whole underworld bit cheesy perfect bring som darkness raw jungle vibessometimes wonder producer make better movie orginial king kong year agothey make movie way funnier focus humor make movie way darker raw bit nothingall make,Neutral,-0.04973009446693657
